Time,Bbr_1_Bps,Cubic_2_Bps,Bbr_1_PktLoss,Cubic_2_PktLoss,Bbr_1_Cwnd,Cubic_2_Cwnd,JainsFairnessIndex
0.4,541080,556080,21,27,53576,53576,0.999813
0.5,615000,630000,53,36,94120,69504,0.999855
0.6,750000,495000,53,49,105704,72400,0.959738
0.7,675000,585000,68,40,114392,75296,0.994924
0.8,840000,405000,66,44,114392,76744,0.891203
0.9,705000,540000,61,50,114392,79640,0.982739
1,750000,495000,67,47,114392,82536,0.959738
1.1,780000,480000,53,54,116261,83984,0.946352
1.2,555000,690000,34,46,116261,86880,0.988379
1.3,525000,720000,37,47,82687,91224,0.976056
1.4,540000,705000,47,52,82687,94120,0.982739
1.5,585000,660000,46,56,82687,97016,0.996384
1.6,555000,705000,49,56,82687,101360,0.986026
1.7,585000,660000,47,60,82687,104256,0.996384
1.8,540000,705000,47,61,82687,107152,0.982739
1.9,510000,735000,50,60,82687,110048,0.968372
2,600000,660000,46,67,82687,114392,0.997738
2.1,480000,765000,46,70,82687,117288,0.950207
2.2,540000,705000,48,70,82687,121632,0.982739
2.3,510000,735000,42,75,78448,124528,0.968372
2.4,465000,780000,44,78,78448,128872,0.939836
2.5,495000,765000,43,84,78448,131768,0.956098
2.6,435000,810000,47,97,78448,133216,0.916822
2.7,480000,762400,49,104,81344,133216,0.950872
2.8,450000,795480,43,52,61004,92672,0.928554
2.9,840000,415600,15,91,61004,92672,0.897466
3,300000,950160,31,44,57995,92672,0.787114
3.1,555000,691640,30,62,64701,92672,0.988129
3.2,480000,765000,34,78,67597,97016,0.950207
3.3,420000,825000,37,77,64701,99912,0.904306
3.4,465000,795000,39,76,64701,102808,0.935809
3.5,510000,735000,39,78,64701,104256,0.968372
3.6,495000,750000,38,81,67597,105704,0.959738
3.7,435000,810000,35,83,64701,108600,0.916822
3.8,450000,795000,38,84,64701,111496,0.928687
3.9,465000,795000,39,82,64701,112944,0.935809
4,450000,795000,35,86,64701,114392,0.928687
4.1,420000,825000,38,87,64701,117288,0.904306
4.2,450000,795000,41,85,64701,118736,0.928687
4.3,450000,810000,35,90,64701,120184,0.924528
4.4,405000,840000,38,89,64701,121632,0.891203
4.5,465000,780000,40,90,54541,123080,0.939836
4.6,420000,825000,27,95,54541,123080,0.904306
4.7,315000,945000,31,91,54541,124528,0.8
4.8,390000,855000,34,89,54541,125976,0.87758
4.9,375000,870000,30,93,54541,125976,0.8635
5,330000,915000,29,93,51234,127424,0.819144
5.1,405000,840000,29,92,51234,128872,0.891203
5.2,330000,930000,28,96,51234,128872,0.815157
5.3,300000,945000,30,94,51234,130320,0.788396
5.4,390000,855000,33,95,54130,131768,0.87758
5.5,330000,915000,27,119,51234,131768,0.819144
5.6,300000,957160,30,121,51234,131768,0.785391
5.7,420000,827320,29,120,51234,131768,0.903637
5.8,285000,960160,29,122,51234,133216,0.772791
5.9,315000,932120,30,121,51234,133216,0.803301
6,420000,825920,27,121,50546,133216,0.90404
6.1,270000,981680,28,121,50546,133216,0.755696
6.2,300000,950280,31,118,50546,133216,0.787084
6.3,420000,825920,23,122,47245,133216,0.90404
6.4,225000,1.0182e+06,24,121,44349,133216,0.71069
6.5,255000,993320,31,114,44349,133216,0.740843
6.6,390000,857320,24,121,44349,133216,0.876909
6.7,255000,993320,22,122,41785,133216,0.740843
6.8,240000,1.01344e+06,32,112,44681,133216,0.724241
6.9,375000,863840,19,122,41785,133216,0.865273
7,210000,1.04996e+06,24,119,41785,133216,0.692314
7.1,285000,961560,27,114,41785,133216,0.772458
7.2,330000,917120,22,120,41785,133216,0.818575
7.3,240000,1.00832e+06,24,118,41785,133216,0.725258
7.4,300000,938640,26,116,41785,133216,0.789989
7.5,300000,960160,23,120,41785,133216,0.784659
7.6,255000,981680,23,118,39411,133216,0.74334
7.7,285000,965280,27,116,42307,133216,0.771577
7.8,315000,938640,19,122,39411,133216,0.801623
7.9,210000,1.03496e+06,22,118,37472,133216,0.694883
8,300000,948520,22,117,37472,133216,0.78752
8.1,255000,988200,21,118,37472,133216,0.741935
8.2,240000,1.00832e+06,21,118,37472,133216,0.725258
8.3,255000,996680,22,113,37472,133216,0.740131
8.4,270000,976920,19,120,35043,133216,0.756766
8.5,225000,1.02984e+06,21,118,35043,133216,0.708527
8.6,255000,981680,23,118,37939,133216,0.74334
8.7,270000,981680,18,120,35043,133216,0.755696
8.8,210000,1.04484e+06,21,117,35043,133216,0.693184
8.9,270000,966680,21,118,35043,133216,0.759094
9,255000,1.0018e+06,20,119,35043,133216,0.739053
9.1,240000,1.00832e+06,20,119,35043,133216,0.725258
9.2,240000,1.00972e+06,21,112,33887,133216,0.724979
9.3,270000,970400,18,120,33887,133216,0.758244
9.4,210000,1.04624e+06,21,116,33887,133216,0.692945
9.5,240000,1.0018e+06,23,117,36386,133216,0.726565
9.6,270000,971800,17,120,33490,133216,0.757925
9.7,210000,1.04624e+06,20,116,33490,133216,0.692945
9.8,240000,1.00832e+06,21,116,33490,133216,0.725258
9.9,255000,986800,19,118,33490,133216,0.742235
10,225000,1.02472e+06,20,118,33490,133216,0.709473
10.1,240000,1.00832e+06,21,114,33490,133216,0.725258
10.2,255000,986800,20,118,33490,133216,0.742235
10.3,225000,1.02472e+06,13,118,5792,133216,0.709473
10.4,165000,1.093e+06,5,111,5792,133216,0.647597
10.5,45000,1.19724e+06,5,112,5792,133216,0.537533
10.6,60000,1.19072e+06,3,114,69668,133216,0.550262
10.7,45000,1.20572e+06,18,115,69668,133216,0.53727
10.8,225000,1.01996e+06,20,118,68352,133216,0.71036
10.9,240000,1.0032e+06,23,118,71248,133216,0.726284
11,270000,981680,27,118,71248,133216,0.755696
11.1,315000,932120,25,119,79008,133216,0.803301
11.2,300000,950280,25,118,83362,133216,0.787084
11.3,285000,955040,27,120,83362,133216,0.774015
11.4,315000,943760,28,120,83362,133216,0.800315
11.5,315000,933520,29,118,83362,133216,0.80294
11.6,330000,910600,28,121,83362,133216,0.820329
11.7,315000,933520,29,119,86810,133216,0.80294
11.8,330000,917120,30,121,86810,133216,0.818575
11.9,330000,923640,32,118,89706,133216,0.816838
12,345000,890480,37,120,89706,133216,0.836867
12.1,390000,868960,29,120,92767,133216,0.873564
12.2,330000,910600,31,100,99557,139833,0.820329
12.3,360000,895600,33,22,99557,92672,0.846052
12.4,570000,621520,22,66,50202,95568,0.998134
12.5,360000,885000,25,72,50202,97016,0.849026
12.6,390000,855000,29,75,64547,99912,0.87758
12.7,420000,840000,37,78,64547,101360,0.9
12.8,480000,765000,36,79,64547,104256,0.950207
12.9,450000,795000,36,82,64547,107152,0.928687
13,465000,780000,37,83,64547,108600,0.939836
13.1,465000,780000,38,84,64547,110048,0.939836
13.2,450000,810000,35,86,64547,112944,0.924528
13.3,420000,825000,40,84,64547,114392,0.904306
13.4,480000,765000,37,88,64547,115840,0.950207
13.5,405000,840000,36,89,64547,117288,0.891203
13.6,435000,825000,42,87,67443,118736,0.912571
13.7,465000,780000,33,90,64547,120184,0.939836
13.8,375000,870000,38,91,64547,121632,0.8635
13.9,480000,765000,37,93,64547,123080,0.950207
14,375000,870000,38,94,64547,124528,0.8635
14.1,405000,855000,38,92,60830,125976,0.886878
14.2,450000,795000,31,97,57934,125976,0.928687
14.3,330000,915000,34,95,57934,127424,0.819144
14.4,390000,855000,38,93,57934,128872,0.87758
14.5,405000,855000,34,96,57934,128872,0.886878
14.6,360000,885000,34,96,57934,130320,0.849026
14.7,435000,810000,32,96,57934,130320,0.916822
14.8,330000,915000,33,109,57934,131768,0.819144
14.9,360000,896000,34,117,52257,131768,0.84594
15,375000,864720,29,123,55153,131768,0.865019
15.1,330000,917120,30,121,52257,133216,0.818575
15.2,345000,910600,33,118,52257,133216,0.831313
15.3,360000,880600,29,125,52257,133216,0.850272
15.4,315000,933520,31,121,52257,133216,0.80294
15.5,405000,847440,31,123,55153,133216,0.889051
15.6,315000,938640,28,123,52257,133216,0.801623
15.7,315000,932120,34,118,52257,133216,0.803301
15.8,390000,853960,25,123,47201,133216,0.877881
15.9,255000,986800,30,119,47201,133216,0.742235
16,345000,905480,32,120,50097,133216,0.832713
16.1,345000,902120,25,123,47201,133216,0.833637
16.2,270000,976560,29,119,47201,133216,0.756847
16.3,345000,910600,28,120,47201,133216,0.831313
16.4,315000,923640,26,123,47201,133216,0.805508
16.5,285000,965280,30,119,47201,133216,0.771577
16.6,390000,863840,21,123,44130,133216,0.875031
16.7,240000,1.00832e+06,25,121,44130,133216,0.725258
16.8,300000,938640,27,119,44130,133216,0.789989
16.9,315000,943760,25,121,44130,133216,0.800315
17,285000,955040,25,121,44130,133216,0.774015
17.1,330000,927000,23,118,44130,133216,0.815948
17.2,255000,993320,25,119,44130,133216,0.740843
17.3,300000,943760,26,119,44130,133216,0.788705
17.4,315000,933520,26,119,44130,133216,0.80294
17.5,300000,938640,23,121,42816,133216,0.789989
17.6,270000,991920,25,117,42816,133216,0.753423
17.7,300000,933520,24,123,42816,133216,0.791282
17.8,270000,986800,25,121,42816,133216,0.754555
17.9,300000,948520,26,118,42816,133216,0.78752
18,300000,950280,24,119,42816,133216,0.787084
18.1,285000,955040,25,119,42816,133216,0.774015
18.2,285000,965280,23,121,40840,133216,0.771577
18.3,285000,960160,24,119,40840,133216,0.772791
18.4,285000,965280,25,119,43736,133216,0.771577
18.5,285000,970040,23,120,40840,133216,0.770457
18.6,270000,976920,25,117,40840,133216,0.756766
18.7,300000,948520,23,120,40840,133216,0.78752
18.8,270000,971800,24,121,40840,133216,0.757925
18.9,285000,970040,27,118,43736,133216,0.770457
19,300000,945160,21,119,40840,133216,0.788356
19.1,255000,986800,24,119,39567,133216,0.742235
19.2,285000,960160,23,119,39567,133216,0.772791
19.3,270000,980280,23,120,39567,133216,0.75601
19.4,270000,981680,25,120,42463,133216,0.755696
19.5,315000,938640,19,122,39567,133216,0.801623
19.6,225000,1.01996e+06,23,121,39567,133216,0.71036
19.7,285000,955040,24,121,39567,133216,0.774015
19.8,270000,981680,23,119,39567,133216,0.755696
19.9,270000,980280,24,120,39567,133216,0.75601
20,300000,945160,20,119,39567,133216,0.788356
20.1,240000,1.00832e+06,23,121,39567,133216,0.725258
20.2,270000,975160,24,120,39567,133216,0.757163
20.3,285000,966680,24,119,39567,133216,0.771247
20.4,285000,960160,22,121,39567,133216,0.772791
20.5,270000,986800,22,117,39567,133216,0.754555
20.6,255000,981680,23,119,39567,133216,0.74334
20.7,270000,986800,23,119,38806,133216,0.754555
20.8,285000,965280,23,119,41702,133216,0.771577
20.9,270000,976560,20,119,38806,133216,0.756847
21,240000,1.00832e+06,23,117,38806,133216,0.725258
21.1,285000,960160,22,119,38806,133216,0.772791
21.2,255000,986800,22,121,38806,133216,0.742235
21.3,270000,981680,25,119,41702,133216,0.755696
21.4,285000,970400,20,119,38806,133216,0.770372
21.5,240000,998080,23,119,38806,133216,0.727318
21.6,270000,986800,22,117,38806,133216,0.754555
21.7,270000,975160,22,120,38806,133216,0.757163
21.8,255000,993320,25,119,41702,133216,0.740843
21.9,300000,948520,19,120,38806,133216,0.78752
22,225000,1.01996e+06,23,119,37917,133216,0.71036
22.1,285000,960160,22,119,37917,133216,0.772791
22.2,255000,996680,22,120,37917,133216,0.740131
22.3,270000,971800,24,121,40813,133216,0.757925
22.4,285000,960160,16,121,5792,133216,0.772791
22.5,210000,1.04484e+06,3,116,5792,133216,0.693184
22.6,30000,1.21876e+06,3,115,5792,133216,0.5246
22.7,30000,1.21736e+06,5,115,5792,133216,0.524629
22.8,45000,1.20712e+06,16,113,72804,133216,0.537227
22.9,210000,1.03496e+06,21,117,72804,133216,0.694883
23,255000,996680,23,120,72804,133216,0.740131
23.1,270000,971800,24,119,72804,133216,0.757925
23.2,285000,960160,25,121,74964,133216,0.772791
23.3,285000,960160,29,121,77860,133216,0.772791
23.4,315000,938640,28,121,76453,133216,0.801623
23.5,330000,912000,24,119,87630,133216,0.819951
23.6,270000,986800,29,119,87630,133216,0.754555
23.7,330000,917120,31,119,87630,133216,0.818575
23.8,345000,895600,31,121,87630,133216,0.83544
23.9,345000,905480,31,122,88767,133216,0.832713
24,345000,902120,32,121,88767,133216,0.833637
24.1,360000,885360,32,123,88767,133216,0.848925
24.2,345000,910600,33,120,94843,133216,0.831313
24.3,345000,902120,41,121,94843,133216,0.833637
24.4,420000,830680,32,122,93842,133216,0.902671
24.5,375000,876040,32,65,103571,92672,0.861772
24.6,750000,470800,10,91,86427,92672,0.950295
24.7,225000,1.02748e+06,23,81,52140,97016,0.708962
24.8,330000,915000,28,77,52140,98464,0.819144
24.9,420000,825000,32,80,61351,101360,0.904306
25,435000,810000,31,83,58455,102808,0.916822
25.1,420000,840000,34,83,58455,105704,0.9
25.2,450000,795000,34,85,58455,107152,0.928687
25.3,435000,810000,33,89,58455,110048,0.916822
25.4,405000,840000,37,86,61351,111496,0.891203
25.5,465000,795000,30,90,58455,112944,0.935809
25.6,360000,885000,34,91,58455,115840,0.849026
25.7,420000,825000,36,89,58455,117288,0.904306
25.8,435000,810000,33,94,58455,118736,0.916822
25.9,375000,870000,33,95,58455,120184,0.8635
26,420000,840000,33,92,58455,121632,0.9
26.1,375000,870000,33,95,58455,123080,0.8635
26.2,375000,870000,35,95,58455,123080,0.8635
26.3,435000,810000,31,96,57656,124528,0.916822
26.4,345000,915000,31,98,54760,125976,0.830118
26.5,360000,885000,34,95,54760,125976,0.849026
26.6,405000,840000,30,100,54760,127424,0.891203
26.7,315000,930000,32,99,54760,128872,0.803851
26.8,360000,885000,35,98,55667,128872,0.849026
26.9,405000,855000,28,102,52771,130320,0.886878
27,285000,960000,32,101,52771,131768,0.772829
27.1,375000,870000,33,120,52771,131768,0.8635
27.2,360000,885560,30,127,52771,131768,0.848868
27.3,315000,939520,32,123,52771,131768,0.801397
27.4,420000,820800,28,127,52771,133216,0.905518
27.5,285000,965280,30,127,52771,133216,0.771577
27.6,330000,917120,34,123,52771,133216,0.818575
27.7,390000,863840,27,127,49471,133216,0.875031
27.8,285000,965280,29,125,49471,133216,0.771577
27.9,345000,890480,30,119,49471,133216,0.836867
28,345000,912000,26,127,47537,133216,0.830932
28.1,270000,975160,29,124,47537,133216,0.757163
28.2,375000,874080,28,126,50433,133216,0.862332
28.3,300000,955040,24,126,47537,133216,0.785911
28.4,270000,976920,30,119,47537,133216,0.756766
28.5,345000,890480,27,125,47537,133216,0.836867
28.6,300000,953640,25,126,44326,133216,0.786255
28.7,285000,966680,30,119,47222,133216,0.771247
28.8,345000,895600,21,127,44326,133216,0.83544
28.9,240000,1.0182e+06,27,122,44326,133216,0.723304
29,330000,917120,26,124,44326,133216,0.818575
29.1,300000,950280,25,125,44326,133216,0.787084
29.2,270000,970040,29,124,47222,133216,0.758326
29.3,345000,902120,23,123,44326,133216,0.833637
29.4,255000,996680,26,124,43709,133216,0.740131
29.5,300000,950280,28,121,43709,133216,0.787084
29.6,330000,912000,25,125,43709,133216,0.819951
29.7,285000,960160,25,125,43709,133216,0.772791
29.8,300000,958760,25,120,43709,133216,0.785
29.9,300000,945160,25,125,43709,133216,0.788356
30,285000,960160,24,123,41336,133216,0.772791
30.1,285000,965280,26,123,44232,133216,0.771577
30.2,285000,955040,22,123,41336,133216,0.774015
30.3,270000,981680,25,123,41336,133216,0.755696
30.4,300000,943760,24,125,41336,133216,0.788705
30.5,270000,981680,24,125,41336,133216,0.755696
30.6,285000,960160,26,125,44232,133216,0.772791
30.7,300000,958760,21,124,41336,133216,0.785
30.8,255000,981680,25,124,41336,133216,0.74334
30.9,300000,950280,24,125,41336,133216,0.787084
31,285000,970040,23,124,41336,133216,0.770457
31.1,270000,971800,26,123,44232,133216,0.757925
31.2,330000,912000,20,127,41336,133216,0.819951
31.3,225000,1.02984e+06,24,125,41336,133216,0.708527
31.4,285000,960160,25,123,41336,133216,0.772791
31.5,300000,953640,22,124,39716,133216,0.786255
31.6,255000,993320,23,123,39716,133216,0.740843
31.7,300000,938640,21,123,39716,133216,0.789989
31.8,240000,1.00832e+06,23,125,39716,133216,0.725258
31.9,270000,981680,24,123,39716,133216,0.755696
32,285000,965280,24,123,39716,133216,0.771577
32.1,285000,960160,21,125,39716,133216,0.772791
32.2,255000,996680,23,122,39716,133216,0.740131
32.3,270000,971800,22,125,38806,133216,0.757925
32.4,255000,996680,24,122,38806,133216,0.740131
32.5,285000,960160,23,122,41702,133216,0.772791
32.6,270000,986800,21,124,38806,133216,0.754555
32.7,255000,993320,22,121,38806,133216,0.740843
32.8,270000,975160,22,124,38806,133216,0.757163
32.9,255000,988200,22,123,38806,133216,0.741935
33,270000,981680,24,121,41702,133216,0.755696
33.1,285000,965280,20,123,38806,133216,0.771577
33.2,240000,1.00832e+06,23,121,38806,133216,0.725258
33.3,270000,975160,22,122,38806,133216,0.757163
33.4,255000,988200,23,123,38806,133216,0.741935
33.5,270000,980280,25,124,41702,133216,0.75601
33.6,300000,945160,19,125,38806,133216,0.788356
33.7,225000,1.02984e+06,23,123,38806,133216,0.708527
33.8,285000,965280,22,123,37885,133216,0.771577
33.9,255000,981680,22,125,37885,133216,0.74334
34,255000,996680,26,122,40781,133216,0.740131
34.1,300000,950280,19,125,37885,133216,0.787084
34.2,225000,1.02472e+06,23,121,37933,133216,0.709473
34.3,285000,965280,22,123,37933,133216,0.771577
34.4,255000,981680,22,125,37933,133216,0.74334
34.5,270000,981680,23,123,37933,133216,0.755696
34.6,285000,965280,20,123,37933,133216,0.771577
34.7,240000,1.00832e+06,10,125,5792,133216,0.725258
34.8,120000,1.12104e+06,6,119,5792,133216,0.605831
34.9,60000,1.19072e+06,6,117,5792,133216,0.550262
35,60000,1.19072e+06,4,119,73091,133216,0.550262
35.1,60000,1.19072e+06,19,123,73091,133216,0.550262
35.2,240000,1.00832e+06,27,123,75987,133216,0.725258
35.3,315000,928400,25,125,73091,133216,0.804266
35.4,300000,943760,21,123,73091,133216,0.788705
35.5,240000,1.00832e+06,26,125,81482,133216,0.725258
35.6,300000,960160,27,123,81482,133216,0.784659
35.7,315000,933520,28,123,81482,133216,0.80294
35.8,315000,932120,28,124,81482,133216,0.803301
35.9,315000,923640,29,123,81482,133216,0.805508
36,330000,917120,28,123,81482,133216,0.818575
36.1,330000,917120,28,125,81482,133216,0.818575
36.2,315000,938640,33,125,84378,133216,0.801623
36.3,360000,890480,29,125,85333,133216,0.847484
36.4,330000,917120,28,123,91947,133216,0.818575
36.5,315000,927000,32,126,91947,133216,0.804631
36.6,345000,902120,33,125,91947,133216,0.833637
36.7,360000,890480,34,125,91947,133216,0.847484
36.8,375000,868960,33,127,91947,133216,0.863798
36.9,360000,895600,34,125,91947,133216,0.846052
37,360000,890480,35,125,95030,133216,0.847484
37.1,375000,868960,37,125,97926,133216,0.863798
37.2,375000,868960,44,125,95030,133216,0.863798
37.3,435000,812880,35,99,60816,112763,0.916004
37.4,465000,788000,31,35,60816,92672,0.937689
37.5,525000,727080,24,78,55915,95568,0.974613
37.6,375000,873800,28,82,55915,97016,0.862412
37.7,405000,840000,30,86,55915,99912,0.891203
37.8,420000,825000,34,89,58811,102808,0.904306
37.9,450000,795000,28,91,55915,104256,0.928687
38,360000,900000,34,91,58120,107152,0.844828
38.1,435000,810000,35,92,58120,108600,0.916822
38.2,435000,810000,34,94,58120,111496,0.916822
38.3,420000,825000,36,96,61016,112944,0.904306
38.4,420000,825000,32,96,58120,114392,0.904306
38.5,390000,870000,34,97,58120,115840,0.873267
38.6,405000,840000,36,96,58120,117288,0.891203
38.7,420000,825000,35,99,58120,120184,0.904306
38.8,390000,855000,35,100,58120,120184,0.87758
38.9,420000,840000,33,99,58120,121632,0.9
39,375000,870000,34,102,58120,123080,0.8635
39.1,375000,870000,36,101,58120,124528,0.8635
39.2,420000,825000,35,102,58120,124528,0.904306
39.3,360000,885000,35,104,58120,125976,0.849026
39.4,420000,840000,35,103,58120,127424,0.9
39.5,360000,885000,34,104,56747,127424,0.849026
39.6,360000,885000,35,104,56747,128872,0.849026
39.7,405000,840000,34,105,56747,130320,0.891203
39.8,360000,900000,33,107,56747,130320,0.844828
39.9,360000,885000,36,118,56747,131768,0.849026
40,390000,861640,33,134,56747,131768,0.875663
40.1,330000,912000,33,130,52157,131768,0.819951
40.2,375000,869480,32,131,52157,133216,0.863649
40.3,345000,901760,30,133,52157,133216,0.833736
40.4,330000,922240,33,131,52157,133216,0.817209
40.5,360000,890120,31,134,52157,133216,0.847585
40.6,315000,928400,33,130,52157,133216,0.804266
40.7,390000,859080,31,133,52157,133216,0.876401
40.8,330000,916760,30,134,52157,133216,0.818672
40.9,330000,913400,33,129,52157,133216,0.819574
41,360000,900360,30,132,51284,133216,0.844728
41.1,300000,940040,33,129,51284,133216,0.789637
41.2,390000,853600,27,131,47707,133216,0.877985
41.3,285000,975160,27,130,47707,133216,0.769261
41.4,315000,928400,28,126,47707,133216,0.804266
41.5,300000,940040,28,131,47707,133216,0.789637
41.6,300000,955040,29,131,47707,133216,0.785911
41.7,345000,900360,29,132,47707,133216,0.834122
41.8,315000,929800,26,131,45296,133216,0.803903
41.9,315000,938640,26,131,45296,133216,0.801623
42,285000,964920,27,132,45296,133216,0.771662
42.1,300000,940040,28,131,45296,133216,0.789637
42.2,315000,938640,28,131,45296,133216,0.801623
42.3,315000,928400,27,133,45296,133216,0.804266
42.4,315000,933160,26,130,45296,133216,0.803033
42.5,285000,971800,27,131,45296,133216,0.770044
42.6,300000,943400,29,130,45296,133216,0.788795
42.7,330000,913400,26,131,44739,133216,0.819574
42.8,300000,955040,25,131,44234,133216,0.785911
42.9,300000,949920,25,129,44234,133216,0.787173
43,285000,955040,26,133,44234,133216,0.774015
43.1,285000,971440,28,129,44234,133216,0.770129
43.2,315000,933520,27,129,44234,133216,0.80294
43.3,300000,943400,26,132,44234,133216,0.788795
43.4,315000,928400,24,128,43140,133216,0.804266
43.5,270000,981680,25,132,43140,133216,0.755696
43.6,285000,961560,27,129,43140,133216,0.772458
43.7,315000,928400,25,131,43140,133216,0.804266
43.8,270000,976560,28,131,46036,133216,0.756847
43.9,315000,943400,24,128,43140,133216,0.800407
44,255000,983080,26,131,43140,133216,0.743037
44.1,315000,933520,26,131,43140,133216,0.80294
44.2,300000,955040,25,131,43140,133216,0.785911
44.3,270000,971440,29,131,46036,133216,0.758007
44.4,330000,927000,22,130,42288,133216,0.815948
44.5,240000,1.0046e+06,27,129,42288,133216,0.726002
44.6,315000,928400,26,131,42288,133216,0.804266
44.7,285000,964920,26,130,42288,133216,0.771662
44.8,285000,966680,28,131,45184,133216,0.771247
44.9,330000,912000,22,133,42288,133216,0.819951
45,240000,1.00936e+06,25,129,41902,133216,0.725051
45.1,300000,953640,25,130,41902,133216,0.786255
45.2,285000,961560,24,129,41902,133216,0.772458
45.3,270000,971440,26,131,41902,133216,0.758007
45.4,315000,933520,22,131,41902,133216,0.80294
45.5,240000,1.01308e+06,25,130,41902,133216,0.724312
45.6,285000,961560,26,129,41902,133216,0.772458
45.7,300000,953640,25,130,41902,133216,0.786255
45.8,285000,951320,24,131,41902,133216,0.77491
45.9,300000,955040,23,129,41803,133216,0.785911
46,255000,992960,25,129,41803,133216,0.740919
46.1,270000,981680,26,129,41803,133216,0.755696
46.2,300000,943400,25,130,41803,133216,0.788795
46.3,285000,961560,25,131,41803,133216,0.772458
46.4,300000,955040,23,129,41803,133216,0.785911
46.5,255000,991560,25,130,40759,133216,0.741217
46.6,285000,956440,26,129,40759,133216,0.773679
46.7,300000,953640,25,130,40759,133216,0.786255
46.8,270000,977960,26,129,40759,133216,0.756531
46.9,315000,928400,22,131,40738,133216,0.804266
47,240000,1.00796e+06,25,130,40738,133216,0.72533
47.1,285000,960160,26,130,40738,133216,0.772791
47.2,300000,955040,25,130,40738,133216,0.785911
47.3,285000,956440,26,129,40738,133216,0.773679
47.4,300000,948520,22,130,40738,133216,0.78752
47.5,240000,1.0046e+06,20,131,5792,133216,0.726002
47.6,255000,998080,4,127,5792,133216,0.739835
47.7,45000,1.202e+06,4,127,5792,133216,0.537385
47.8,15000,1.23852e+06,7,124,5792,133216,0.512109
47.9,60000,1.1856e+06,17,124,75731,133216,0.550478
48,210000,1.03124e+06,23,129,75731,133216,0.69553
48.1,255000,992960,26,129,75731,133216,0.740919
48.2,285000,971440,27,127,75731,133216,0.770129
48.3,300000,938640,27,131,75731,133216,0.789989
48.4,300000,949920,31,131,80280,133216,0.787173
48.5,345000,906880,28,131,79909,133216,0.832329
48.6,315000,933520,27,129,88740,133216,0.80294
48.7,300000,943400,31,132,88740,133216,0.788795
48.8,330000,913400,33,131,88740,133216,0.819574
48.9,345000,912000,33,129,88740,133216,0.830932
49,360000,890480,33,133,88740,133216,0.847484
49.1,360000,890120,33,130,90106,133216,0.847585
49.2,345000,897000,35,131,91455,133216,0.835052
49.3,360000,890480,37,131,94351,133216,0.847484
49.4,375000,863840,42,133,91455,133216,0.865273
49.5,420000,835440,34,133,55024,133216,0.901305
49.6,345000,893840,37,63,55024,92672,0.835929
49.7,675000,499760,15,88,60798,92672,0.978232
49.8,270000,973360,26,88,60798,97016,0.757571
49.9,375000,885000,29,90,63300,98464,0.85923
50,390000,855000,35,91,69700,101360,0.87758
50.1,450000,795000,39,91,66804,102808,0.928687
50.2,495000,750000,35,93,67301,105704,0.959738
50.3,435000,810000,39,97,69480,108600,0.916822
50.4,450000,810000,42,98,69480,110048,0.924528
50.5,480000,765000,42,98,69480,111496,0.950207
50.6,465000,780000,44,100,72376,114392,0.939836
50.7,465000,780000,39,103,69480,115840,0.939836
